,Title,Publication Date,Author,Genre,Average Rating,Number of Ratings,Pages,Rank,Language,Currently Reading,Want to Read
1193,In the Ravenous Dark,"First published May 18, 2021",A.M. Strickland,Fantasy,3.76,"5,066 ratings","390 pages, Hardcover",28,,220 people are currently reading,30.4k people want to read
1194,A Cross-Country Christmas,"First published October 1, 2021",Courtney Walsh,Christmas,3.94,"20,713 ratings","256 pages, Kindle Edition",29,,"1,827 people are currently reading",27.2k people want to read
1195,Seeing Ghosts: A Memoir,"First published August 24, 2021",Kat Chow,,3.93,"3,283 ratings","368 pages, Hardcover",30,,325 people are currently reading,21.8k people want to read
1196,Subtle Blood,"First published June 23, 2021",K.J. Charles,Romance,4.45,"6,663 ratings","290 pages, Kindle Edition",31,,196 people are currently reading,"4,033 people want to read"
1197,Spoils of the Dead,"First published February 4, 2021",Dana Stabenow,Mystery,4.00,"1,578 ratings","207 pages, Kindle Edition",32,,318 people are currently reading,404 people want to read
1198,There Is Nothing For You Here: Finding Opportunity in the Twenty-First Century,"First published October 5, 2021",Fiona Hill,Nonfiction,4.13,"4,698 ratings","432 pages, Hardcover",33,,"1,643 people are currently reading","8,258 people want to read"
1199,My Cone and Only,"First published July 20, 2021",Susannah Nix,Romance,3.69,"4,360 ratings","358 pages, Kindle Edition",34,,462 people are currently reading,"9,189 people want to read"
1200,Playlist for the Apocalypse: Poems,"First published August 3, 2021",Rita Dove,Poetry,4.08,853 ratings,"144 pages, Kindle Edition",35,,117 people are currently reading,"1,913 people want to read"
1201,Cold Blooded,"First published March 1, 2021",C.M. Wondrak,Reverse Harem,3.97,"1,426 ratings","161 pages, Kindle Edition",36,,614 people are currently reading,"1,932 people want to read"
1202,Leaving Breezy Street,"First published June 29, 2021",Brenda Myers-Powell,Memoir,3.96,396 ratings,"288 pages, Hardcover",37,,32 people are currently reading,"3,417 people want to read"
1203,The Gentle Art of Fortune Hunting,"First published February 24, 2021",K.J. Charles,Romance,4.16,"8,059 ratings","288 pages, Kindle Edition",38,,329 people are currently reading,"9,897 people want to read"
1204,There with You,"First published August 23, 2021",Samantha Young,Romance,4.24,"8,182 ratings","462 pages, Kindle Edition",39,,715 people are currently reading,"9,104 people want to read"
1205,Kingly Bitten,"First published June 30, 2021",Lexi C. Foss,Paranormal,4.38,"1,461 ratings","428 pages, Kindle Edition",40,,303 people are currently reading,"1,152 people want to read"
1206,"All That She Carried: The Journey of Ashley's Sack, a Black Family Keepsake","First published June 8, 2021",Tiya Miles,Nonfiction,3.94,"7,254 ratings","385 pages, Hardcover",41,,"2,712 people are currently reading",30.3k people want to read
1207,Today Tomorrow and Always,"First published April 27, 2021",Tessa Bailey,Romance,4.03,"1,201 ratings","264 pages, Kindle Edition",42,,74 people are currently reading,"2,614 people want to read"
1208,My Year Abroad,"First published February 2, 2021",Chang-rae Lee,Fiction,3.41,"7,881 ratings","491 pages, Kindle Edition",43,,"1,548 people are currently reading",23.9k people want to read
1209,Women and Other Monsters: Building a New Mythology,"First published March 9, 2021",Jess Zimmerman,Nonfiction,3.71,"2,856 ratings","224 pages, Hardcover",44,,347 people are currently reading,13.7k people want to read
1210,"Reclamation: Sally Hemings, Thomas Jefferson, and a Descendant's Search for Her Family's Lasting Legacy","First published January 1, 2021",Gayle Jessup White,Nonfiction,4.01,337 ratings,"288 pages, Hardcover",45,,39 people are currently reading,"1,723 people want to read"
1211,What If You & Me,"First published July 6, 2021",Roni Loren,Romance,3.95,"8,216 ratings","322 pages, Kindle Edition",46,,361 people are currently reading,14.2k people want to read
1212,Tastes Like War: A Memoir,"First published May 18, 2021",Grace M. Cho,Memoir,3.91,"13,306 ratings","252 pages, Kindle Edition",47,,"3,029 people are currently reading",18.5k people want to read
1213,White Smoke,"First published September 14, 2021",Tiffany D. Jackson,Horror,3.82,"18,636 ratings","373 pages, Hardcover",48,,533 people are currently reading,36.8k people want to read
1214,Here With Me,"First published May 11, 2021",Samantha Young,Romance,4.13,"11,979 ratings","528 pages, Kindle Edition",49,,"1,501 people are currently reading",19k people want to read
1215,Hemlock,"First published September 7, 2021",Susan Wittig Albert,Mystery,4.01,"1,550 ratings","328 pages, Hardcover",50,,132 people are currently reading,473 people want to read
1216,The Rowan,"First published January 4, 2021",Stella Brie,Reverse Harem,4.24,"5,906 ratings","234 pages, Kindle Edition",51,,"1,088 people are currently reading","3,430 people want to read"
1217,Battle Royal,"First published August 17, 2021",Lucy Parker,Romance,3.77,"12,673 ratings","384 pages, Kindle Edition",52,,442 people are currently reading,28.2k people want to read
1218,Hell of a Book,"First published June 29, 2021",Jason Mott,Fiction,4.04,"24,579 ratings","333 pages, ebook",53,,"2,164 people are currently reading",46.6k people want to read
1219,Someone to Watch Over Me,"First published January 12, 2021",Ace Atkins,Mystery,4.12,"4,675 ratings","320 pages, Hardcover",54,,901 people are currently reading,"1,437 people want to read"
1220,Exit,"First published January 1, 2020",Belinda Bauer,Mystery,4.04,"11,015 ratings","281 pages, Kindle Edition",55,,891 people are currently reading,"6,865 people want to read"
1221,Kiss of the Blood Prince,"Published January 17, 2021",Alessa Thorn,Fantasy,3.73,"7,201 ratings","217 pages, Kindle Edition",56,,"1,326 people are currently reading","9,105 people want to read"
1222,Tacky: Love Letters to the Worst Culture We Have to Offer,"First published November 2, 2021",Rax King,Nonfiction,3.46,"4,244 ratings","208 pages, Paperback",57,,450 people are currently reading,11.2k people want to read
1223,Deer Man: Seven Years Living with Deer in the Wild,"First published February 11, 2021",Geoffroy Delorme,Nonfiction,3.94,677 ratings,"224 pages, Hardcover",58,,73 people are currently reading,"2,802 people want to read"
1224,Her Name Is Knight,"First published November 1, 2021",Yasmin Angoe,Thriller,4.32,"12,810 ratings","389 pages, Kindle Edition",59,,"5,099 people are currently reading",12.4k people want to read
1225,A Pho Love Story,"First published February 8, 2021",Loan Le,,3.66,"21,411 ratings","415 pages, Kindle Edition",60,,"1,164 people are currently reading",60.9k people want to read
1226,The Sisters Sweet,"First published November 30, 2021",Elizabeth Weiss,Historical Fiction,3.56,"1,441 ratings","416 pages, Hardcover",61,,97 people are currently reading,20k people want to read
1227,A Season for Second Chances,"Published October 19, 2021",Jenny Bayliss,Christmas,3.78,"13,886 ratings","448 pages, Paperback",62,,817 people are currently reading,21.3k people want to read
1228,We Wait for the Sun,"First published February 9, 2021",Dovey Johnson Roundtree,Picture Books,4.32,703 ratings,"40 pages, Hardcover",63,,4 people are currently reading,475 people want to read
1229,It Had to Be You,"First published May 4, 2021",Georgia Clark,Romance,3.71,"8,367 ratings","381 pages, Kindle Edition",64,,535 people are currently reading,23.4k people want to read
1230,Red Island House,"First published March 23, 2021",Andrea Lee,Fiction,3.60,"2,835 ratings","285 pages, Kindle Edition",65,,341 people are currently reading,21.9k people want to read
1231,Red Tigress,"First published March 2, 2021",Amélie Wen Zhao,Fantasy,3.92,"4,488 ratings","448 pages, ebook",66,,280 people are currently reading,16.2k people want to read
1232,Foul Play,"First published October 5, 2021",Stuart Woods,Mystery,4.08,"6,013 ratings","347 pages, Kindle Edition",67,,511 people are currently reading,877 people want to read
1233,Scarlet Disaster,"First published August 7, 2021",Colette Rhodes,Reverse Harem,4.09,"1,371 ratings","313 pages, Kindle Edition",68,,135 people are currently reading,"1,097 people want to read"
1234,A New Name: Septology VI-VII,"First published January 1, 2021",Jon Fosse,Fiction,4.50,"1,745 ratings","228 pages, Paperback",69,,207 people are currently reading,"3,571 people want to read"
1235,Truth of the Divine,"First published October 12, 2021",Lindsay Ellis,Science Fiction,3.91,"6,646 ratings","384 pages, Kindle Edition",70,,614 people are currently reading,16.3k people want to read
1236,The Panzer Killers: The Untold Story of a Fighting General and His Spearhead Tank Division's Charge into the Third Reich,"First published May 25, 2021",Daniel P. Bolger,History,4.13,596 ratings,"432 pages, Hardcover",71,,377 people are currently reading,669 people want to read
1237,The Royals Next Door,"First published August 31, 2021",Karina Halle,Romance,3.70,"20,134 ratings","351 pages, Paperback",72,,434 people are currently reading,28.9k people want to read
1238,A Touch of Malice,"First published May 25, 2021",Scarlett St. Clair,Fantasy,3.95,"112,483 ratings","418 pages, Kindle Edition",73,,"7,266 people are currently reading",139k people want to read
1239,Just Last Night,"First published April 1, 2021",Mhairi McFarlane,Romance,4.01,"51,760 ratings","412 pages, Kindle Edition",74,,"3,100 people are currently reading",116k people want to read
1240,A Simple Christmas on the Farm,"First published September 28, 2021",Phyllis Alsdurf,Christmas,4.08,402 ratings,"40 pages, Hardcover",75,,2 people are currently reading,162 people want to read
1241,The Rib King,"First published January 19, 2021",Ladee Hubbard,Historical Fiction,3.50,"2,249 ratings","383 pages, Kindle Edition",76,,176 people are currently reading,"8,489 people want to read"
1242,"We Own This City: A True Story of Crime, Cops, and Corruption","First published February 23, 2021",Justin Fenton,Nonfiction,4.26,"4,485 ratings","352 pages, ebook",77,,560 people are currently reading,"7,335 people want to read"
1243,21st Birthday,"First published May 3, 2021",James Patterson,Mystery,4.17,"38,054 ratings","408 pages, Hardcover",78,,"3,610 people are currently reading",16.2k people want to read
1244,Love at First,"First published February 23, 2021",Kate Clayborn,Romance,3.75,"16,373 ratings","320 pages, Kindle Edition",79,,"1,279 people are currently reading",32.1k people want to read
1245,Cultish: The Language of Fanaticism,"First published June 15, 2021",Amanda Montell,,3.84,"96,194 ratings","309 pages, Hardcover",80,,"8,148 people are currently reading",190k people want to read
1246,Sarah and the Big Wave: The True Story of the First Woman to Surf Mavericks,"First published May 11, 2021",Bonnie Tsui,Picture Books,3.86,195 ratings,"34 pages, Kindle Edition",81,,3 people are currently reading,217 people want to read
1247,Jackpot,"First published June 1, 2021",Stuart Woods,Mystery,3.49,"3,863 ratings","320 pages, Kindle Edition",82,,"1,167 people are currently reading",583 people want to read
1248,Kingdom of Shadow and Light,"First published February 23, 2021",Karen Marie Moning,Fantasy,4.19,"8,972 ratings","521 pages, Mass Market Paperback",83,,"1,817 people are currently reading",19.3k people want to read
1249,My Lucky #13,"First published June 29, 2021",Piper Rayne,Sports Romance,3.92,"7,025 ratings","266 pages, Paperback",84,,"1,265 people are currently reading",10.2k people want to read
1250,Lucky,"First published April 6, 2021",Marissa Stapley,Fiction,3.59,"65,997 ratings","238 pages, Kindle Edition",85,,"3,448 people are currently reading",54.3k people want to read
1251,I Hope This Finds You Well: Poems,"First published November 9, 2021",Kate Baer,,4.28,"9,061 ratings","96 pages, Paperback",87,,170 people are currently reading,24.7k people want to read
1252,Black Water Sister,"First published May 11, 2021",Zen Cho,Fantasy,3.85,"10,234 ratings","384 pages, ebook",88,,532 people are currently reading,34.5k people want to read
1253,Class Act,"First published August 3, 2021",Stuart Woods,Mystery,3.89,"5,927 ratings","336 pages, Kindle Edition",89,,770 people are currently reading,893 people want to read
1254,Tormented Royal,"First published September 10, 2021",Lily Wildhart,Reverse Harem,4.14,"2,499 ratings","476 pages, Kindle Edition",90,,860 people are currently reading,"2,524 people want to read"
1255,Talk Bookish to Me,"First published May 25, 2021",Kate Bromley,Romance,3.60,"22,904 ratings","320 pages, Kindle Edition",91,,838 people are currently reading,27.8k people want to read
1256,Foxes for Christmas,"First published December 23, 2021",Ben Aaronovitch,Fantasy,4.03,239 ratings,"5 pages, ebook",92,,3 people are currently reading,945 people want to read
1257,The Duchess Hunt,"First published September 28, 2021",Lorraine Heath,Historical Romance,4.08,"4,876 ratings","353 pages, Mass Market Paperback",93,,167 people are currently reading,"5,825 people want to read"
1258,Criminal Mischief,"First published December 28, 2021",Stuart Woods,Mystery,3.83,"6,565 ratings","352 pages, Kindle Edition",94,,839 people are currently reading,804 people want to read
1259,Possessive Stepbrother,"First published July 9, 2021",Mink,Romance,3.82,"2,400 ratings",Kindle Edition,95,,421 people are currently reading,"1,260 people want to read"
