,Title,Publication Date,Author,Genre,Average Rating,Number of Ratings,Pages,Rank,Language,Currently Reading,Want to Read
1409,Der Ferienkrimi '89,"Published January 1, 1989",Johannes Mario Simmel,,3.00,1 rating,"500 pages, Paperback",14,,,
1410,Золотой мираж,"Published January 1, 1983",В.В. Еремин,,3.00,1 rating,"464 pages, Hardcover",15,,,
1411,Nobelpristagere,"Published January 1, 1956",Orla Lundbo,,3.00,1 rating,"350 pages, Hardcover",16,,,
1412,All Good Americans,"Published January 1, 1937",Jerome Bahr,,3.00,1 rating,"273 pages, Hardcover",17,,,
1413,Das Reisen ist des Mörders Lust,"Published May 1, 2002",Various,,3.00,1 rating,Paperback,18,German,,
1414,Kort en goed: De beste kortste verhalen uit de wereldliteratuur,"First published January 1, 2001",Michel Ondaatje,,2.00,1 rating,"309 pages, Paperback",19,Dutch; Flemish,,
1415,The Bathroom Reader,"First published January 1, 1946",Robert Benchley,,2.00,1 rating,"405 pages, Hardcover",20,,,
1416,Great American Short Stories,"First published July 1, 2004",Nathaniel Hawthorne,,2.00,1 rating,Leather Bound,21,,,
1417,Courtes histoires americaines,"Published March 18, 1948",Sherwood Anderson,,1.00,1 rating,"391 pages, Unknown Binding",22,,,
1418,Monarch Notes: Ernest Hemingway's The Sun Also Rises,"First published January 1, 1997",Laurie E. Rozakis,,1.00,1 rating,"77 pages, Paperback",23,English,,
1419,Cliffsnotes on Hemingway's for Whom the Bell Tolls,"First published April 8, 1999",LaRocque DuBose,,0.00,0 ratings,"56 pages, Kindle Edition",24,English,,
1420,The Ambassador And Sophisticated Stories Of Passion,"First published June 12, 2011",Aldous Huxley,,0.00,0 ratings,"194 pages, Paperback",25,English,,
1421,The Old Man and the Sea,"Published January 1, 2010",KnowledgeNotes,,0.00,0 ratings,Kindle Edition,26,English,,
1422,Ernest Hemingway: The FBI Files,"First published December 7, 2007",Federal Bureau of Investigation,,0.00,0 ratings,"128 pages, Paperback",28,English,,
1423,Farewell to Arms,"First published October 1, 1984",Monarch Notes,,0.00,0 ratings,Paperback,30,English,,
1424,Tales of Adventure,"First published October 22, 2012",Anonymous,,5.00,1 rating,"3966 pages, Kindle Edition",1,,,
1425,"The Modernists - A Short Story Collection: Best of Early Modernist Writers: James Joyce, Virginia Woolf, Ernest Hemingway","Published May 29, 2020",Ted Neill,,0.00,0 ratings,"261 pages, Kindle Edition",2,,,
1426,Salt Water Fishing,"Published January 1, 1953",Van Campen Heilner,,0.00,0 ratings,"354 pages, Hardcover",3,,,
1427,"Forms of Extremity in the Modern Novel: Franz Kafka, Ernest Hemingway,","Published January 1, 1965",Franz Kafka,,0.00,0 ratings,"96 pages, Paperback",4,,,
1428,مجلة العربي - مايو 1960 - العدد 18,"First published May 1, 1960",أحمد زكي,,0.00,0 ratings,"146 pages, Paperback",5,,,
1429,"50+ Great Novellas and Short Stories. Vol.2.: Selections from Irving, Wilde, Chopin, Wells, Chekhov, Kafka, Dostoyevsky, Hemingway, Bradbury, Christie and many more","Published March 2, 2023",Washington Irving,,0.00,0 ratings,"1253 pages, Kindle Edition",6,English,,
1430,On Hemingway's River: More Nick Adams Stories,"Published February 26, 2023",Nathan Steffens,,0.00,0 ratings,"24 pages, Kindle Edition",7,,,
1431,Ernest Hemingway: Critiques of Four Major Novels,"Published January 1, 1963",Carlos Baker,,0.00,0 ratings,"199 pages, Paperback",8,,,
1432,American Short Stories: Book 1,"Published October 26, 2020",Mark Twain,,0.00,0 ratings,"1513 pages, Kindle Edition",9,English,,
1433,Erlebtes Fliegenfischen.,"Published March 1, 1998",Charles C. Ritz,,0.00,0 ratings,Hardcover,10,German,,
1434,"Greatest Novels of the Century Omnibus, Best popular Collection-1","Published March 24, 2022",Collection of Classic Novels,,0.00,0 ratings,"4777 pages, Kindle Edition",11,,,
1435,Ese dhe shkrime të tjera kritike,"Published January 1, 1986",Various,,0.00,0 ratings,"396 pages, Paperback",12,,,
1436,American Story,"Published January 1, 1996",Theodore Dreiser,,0.00,0 ratings,"320 pages, Paperback",13,,,
1437,Amerikanske fortællere fra Edgar Allan Poe til Hemingway,"Published January 1, 1963",Truman Capote,,0.00,0 ratings,"341 pages, Unbound",14,,,
1438,The Black Midi Anthology Vol.1: Tales of Suspense and Revenge,"First published June 5, 2020",black midi,,0.00,0 ratings,Audiobook,15,,,
1439,Four Short Novels,"First published June 1, 1998",Antony Oldknow,,0.00,0 ratings,Paperback,16,English,,
1440,El viejo y el mar / Moby Dick,"Published September 5, 2013",Herman Melville,,0.00,0 ratings,"848 pages, Mass Market Paperback",17,Spanish; Castilian,,
1441,Vishwa Ki Kaljayee Kahaniyan,"Published January 1, 2018",Luigi Pirandello,,0.00,0 ratings,"96 pages, Hardcover",18,Hindi,,
1442,Readings For Writers: Culture and Identity Through Literature,"Published January 1, 2013",Jo Ray McCuen-Metherell,,0.00,0 ratings,"334 pages, Paperback",19,English,,
1443,Hoger & Hoger lesen,"Published October 30, 2014",Tania Blixen,,0.00,0 ratings,Audible Audio,20,,,
1444,Gatsby le Magnifique - Sa Majeste des Mouches - Paris est une fete,"Published November 29, 2015",F. Scott Fitzgerald,,0.00,0 ratings,"880 pages, Pocket Book",21,French,,
1445,The Diary of Nick Adams: The Truth behind my Path to Redemption,"Published January 22, 2017",Daniel Bolen,,0.00,0 ratings,"5 pages, Kindle Edition",22,,,
1446,Nye historier fra de syv have,"Published January 1, 1960",Mogens Knudsen,,0.00,0 ratings,"320 pages, Paperback",23,,,
1447,Amerika novellaları,"Published December 3, 1969",Rafiq Qurbanov,,0.00,0 ratings,"87 pages, Paperback",24,,,
1448,Extraits gratuits - Lectures d'été Folio,"First published June 18, 2015",Alix Deniger,,0.00,0 ratings,"357 pages, Kindle Edition",25,,,
1449,フィッツジェラルド /ヘミングウェイ往復書簡集,"First published May 1, 2007",F. Scott Fitzgerald,,0.00,0 ratings,"159 pages, Paperback",26,English,,
1450,"The World At War: 1914 - 1918: Original newspaper articles, poetry, songs, and stories of and inspired by the Great War","First published September 2, 2014",Various,,0.00,0 ratings,Kindle Edition,27,English,,
1451,"The Lost Generation Reader: Expatriate American Writers in Europe, 1900 - 1950","Published October 1, 2004",June Skinner Sawyers,,0.00,0 ratings,"568 pages, Hardcover",28,English,,
1452,Amerikanische Erzähler des 20. Jahrhunderts,"First published January 1, 1988",Günther Fetzer,,0.00,0 ratings,"733 pages, Paperback",29,German,,
1453,The treehouse: An introduction to literature,"First published January 1, 1974",Linda C. Stanley,,0.00,0 ratings,"368 pages, Paperback",30,English,,
1454,Best in Books,"Published January 1, 1961",Sinclair Lewis,,0.00,0 ratings,"827 pages, Hardcover",1,,,
1455,Shorts: Volume Three: Another Dozen Classic Short Stories,"Published October 17, 2023",Various Authors,,0.00,0 ratings,"208 pages, Paperback",2,English,,
1456,The First Ten Penguins. Republished in Facsimile to Mark Penguin's Fiftieth Anniversary,"Published January 1, 1985",André Maurois,,0.00,0 ratings,Paperback,3,,,
1457,译文名著精选·第五辑（套装共25册）【上海译文出品！打造中文电子书市场一套完整的世界文学阅读体系，你口袋里的终身文学阅读计划！从伍尔夫到海明威，从卡夫卡到加缪，20世纪上半叶的现代主义文学大爆炸！】,"Published May 1, 2023",Virginia Woolf,,0.00,0 ratings,"8895 pages, Kindle Edition",4,,,
1458,Arkham: Tales from the Flipside: Winter 2024,"Published December 26, 2023",Christopher Jon Luke Dowgin,,0.00,0 ratings,"145 pages, Paperback",5,English,,
1459,The Old Man and the Sea = Stařec a moře,"Published January 1, 2019",Edita Kovalová,,0.00,0 ratings,"192 pages, Paperback",7,Multiple languages,,
1460,Library of Masterpieces - 100 Books to Read in a Lifetime,"Published January 29, 2024",illiam Shakespeare,,0.00,0 ratings,Kindle Edition,8,,,
1461,Men without women: A Quick Read edition,"Published February 16, 2024",Quick Read,,0.00,0 ratings,"118 pages, Kindle Edition",9,English,,
1462,Hyvää yötä! : hetki lepoa kunnes nukutte #6,"Published January 1, 1939",Väinö Hämeen-Anttila,,0.00,0 ratings,"486 pages, Hardcover",10,,,
1463,"The Ultimate Book Club: 180 Books You Should Read (Vol.1): Leaves of Grass, Siddhartha, Middlemarch, The Jungle, Macbeth, Moby-Dick, A Study in Scarlet…","Published December 5, 2023",Jules Verne,,0.00,0 ratings,Kindle Edition,11,,,
1464,"The Ultimate Book Club: 180 Books You Should Read (Vol.1): Leaves of Grass, Siddhartha, Middlemarch, The Jungle, Macbeth, Moby-Dick, A Study in Scarlet…","Published December 17, 2023",Jules Verne,,0.00,0 ratings,Kindle Edition,12,,,
1465,The Greatest American Short Stories: 50+ Classics of American Literature,"Published December 17, 2023",Mark Twain,,0.00,0 ratings,"1526 pages, Kindle Edition",13,,,
1466,"90 Masterpieces of World Literature (Vol.I): Novels, Poetry, Plays, Short Stories, Essays, Psychology & Philosophy","Published November 16, 2023",Jules Verne,,0.00,0 ratings,Kindle Edition,14,,,
1467,The Greatest American Short Stories,"Published November 13, 2022",Mark Twain,,0.00,0 ratings,"1525 pages, Kindle Edition",15,,,
1468,錄事巴托比／老人與海,"Published January 1, 2020",Herman Melville,,0.00,0 ratings,"208 pages, Paperback",16,,,
1469,Arroyo. Boxeo y literatura (Arte y Fotografía),"Published January 1, 2010",Rafael Ramírez Blanco,,0.00,0 ratings,"165 pages, Paperback",17,Spanish; Castilian,,
1470,Потерянное поколение (комплект из 2 книг): Великий Гэтсби / Фиеста,"Published January 1, 2022",F. Scott Fitzgerald,,0.00,0 ratings,"576 pages, Paperback",18,Russian,,
1471,"""ON BEING SHOT AGAIN"": In Esquire Magazine.","Published January 1, 1935",Thomas Wolfe,,0.00,0 ratings,Paperback,19,,,
1472,Ma Vie De Torero,"Published January 1, 1953",Sidney Franklin,,0.00,0 ratings,Paperback,20,,,
1473,All the Brave: Drawings of the Spanish War,"Published January 1, 1939",Elliot Paul,,0.00,0 ratings,"29 pages, Paperback",22,,,
1474,The Little Review: an International Journal of Art and Letters Autumn-Winter 1924-1925,"Published January 1, 1924",Margaret Anderson,,0.00,0 ratings,Paperback,23,,,
1475,Modern American Narration,"Published March 25, 2012",Mark Twain,,0.00,0 ratings,"188 pages, Hardcover",24,English,,
1476,WORLD'S GREATEST SHORT STORIES COLLECTION,"Published January 1, 2023",Fyodor Dostoevsky,,0.00,0 ratings,"1867 pages, Hardcover",25,English,,
1477,kaigai bungaku denshi zenshu nihon bungaku denshi zenshu,"Published November 9, 2022",nihon bungaku denshi zenshu kankokai,,0.00,0 ratings,"31080 pages, Kindle Edition",26,,,
1478,Farewell to Arms,"Published December 1, 2002",Gina D.B. Clemen,,0.00,0 ratings,"144 pages, Paperback",27,English,,
1479,Summertime Bucket List: 180 Books You Need to Read,"Published July 16, 2023",Jules Verne,,0.00,0 ratings,Kindle Edition,28,English,,
1480,Alverdens fortællinger,"Published January 1, 1956",Giovanni Boccaccio,,0.00,0 ratings,"642 pages, Hardcover",29,,,
1481,Shorts: Volume Two: Another Dozen Classic Short Stories,"Published October 17, 2023",Various Authors,,0.00,0 ratings,"210 pages, Paperback",30,English,,
1482,"100 Masterpieces of World Literature: 1984, On the Road, The Old Man and the Sea, Pride and Prejudice, Mrs. Dalloway, Moby-Dick, Ulysses, Frankenstein, The Chronicles of Narnia","Published April 16, 2024",William Shakespeare,,0.00,0 ratings,Kindle Edition,1,English,,
1483,"Masterpieces of American Literature. Twelve Great Novels and Stories. Illustrated: A Farewell to Arms, The Great Gatsby, Anthem, The Call of the Wild, The Call of Cthulhu and others","Published November 19, 2024",Edgar Allan Poe,,0.00,0 ratings,"1616 pages, Kindle Edition",2,English,,
1484,"La colección : 7 Cuentos breves clásicos, traducidos y adaptados para estudiantes de español.","Published September 28, 2024",Adam Preston,,0.00,0 ratings,"125 pages, Kindle Edition",4,,,
1485,Os Melhores Contos do Mundo (Col. Melhores Contos),"Published September 23, 2024",James Joyce,,0.00,0 ratings,"280 pages, Kindle Edition",5,Portuguese,,
1486,The Greatest Short Stories of America,"Published June 13, 2024",H.P. Lovecraft,,0.00,0 ratings,"262 pages, Kindle Edition",6,English,,
1487,Mejores Cuentos Americanos,"Published October 18, 2023",James Joyce,,0.00,0 ratings,"188 pages, Kindle Edition",7,Spanish; Castilian,,
1488,"Maestros norteamericanos, vol. III","Published January 1, 1969",Carlos Rojas,,0.00,0 ratings,"2072 pages, Hardcover",8,,,
1489,"25+ The World's Greatest Short Stories. Vol 2: Roger Malvin's Burial, Notes from Underground, The Mark on the Wall, Heart of Darkness and others","Published January 14, 2022",Washington Irving,,0.00,0 ratings,"1297 pages, Kindle Edition",9,English,,
1490,Nine Faces of Kenya: Portrait of a Nation,"Published January 1, 1991",Elspeth Huxley,,0.00,0 ratings,Hardcover,10,,,
1491,90 Masterpieces You Must Read (Vol.1): Exploring the World of Literary Giants: A Compilation of Timeless Masterpieces,"Published December 13, 2023",Jules Verne,,0.00,0 ratings,Kindle Edition,11,,,
1492,Progetto Babele 19,"Published June 4, 2024",Progetto Babele Rivista Letteraria,,0.00,0 ratings,"314 pages, Kindle Edition",13,,,
1493,American Short Stories – Best Books Boxed Set: 50+ Classics of American Literature,"Published November 15, 2023",Mark Twain,,0.00,0 ratings,"1806 pages, Kindle Edition",14,,,
1494,Best-In-Books: Dodsworth / The Battler / Rain / Be,"Published January 1, 1961",Sinclair Lewis,,0.00,0 ratings,Hardcover,15,,,
1495,"Best-In-Books (Dodsworth, The Battler, Rain, Berni","Published January 1, 1961",Sinclair Lewis,,0.00,0 ratings,Hardcover,16,,,
1496,"Best-in-Books Special; Outstanding Books of ""the Fabulous Twenties"" (#48) Lewis, Sinclair; Hemingway, Ernest; Maugham, W. Somerset; Oppenheim, Phillips; Lindbergh, Gharles a.; Barton, Bruce: Halliburton, Richard; Papini, Giovanni; Arlen, Michael","Published January 1, 1961",Sinclair Lewis,,0.00,0 ratings,Hardcover,17,,,
1497,En primera persona,"Published January 1, 2009",Kapelusz,,3.40,5 ratings,"150 pages, Paperback",24,Spanish; Castilian,,
1498,Noveller för Världens Barn 2007,"Published January 1, 2007",Gun Ekroth,,4.00,4 ratings,"317 pages, Hardcover",25,Swedish,,
1499,Венеция. Город любви и смерти. Выпуск 2,"First published January 1, 1999",Thomas Mann,,4.00,4 ratings,"320 pages, Hardcover",26,,,
1500,خانه‌ای برای فرزندانم,"First published January 1, 1989",محسن سلیمانی,,4.00,4 ratings,"135 pages, Paperback",27,,,
1501,ส้มจากซิซิลี,"Published September 1, 2017",Luigi Pirandello,,4.00,4 ratings,"320 pages, Paperback",28,Thai,,
1502,"The Best Short Stories of All Time, Volume VI","Published March 30, 2020",F. Scott Fitzgerald,,3.20,5 ratings,"142 pages, Kindle Edition",29,,,
1503,Die besten klassischen und modernen Gruselgeschichten von Poe bis Hemingway,"First published January 1, 1968",Mary Hottinger,,3.20,5 ratings,"456 pages, Hardcover",30,German,,
